,bruises,cap-color,cap-radius,cap-shape,cap-surface,class,gill-attachment,gill-color,gill-size,gill-spacing,habitat,odor,population,ring-number,ring-radius,ring-type,spore-print-color,stalk-color-above-ring,stalk-color-below-ring,stalk-height,stalk-root,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,veil-color,veil-type
6647,f,n,12.97554452,f,y,p,f,b,n,c,p,s,v,o,14.67494645,e,w,p,w,23.45797795,,t,s,k,w,p
6648,f,e,12.29123945,x,s,p,f,b,n,c,l,y,v,o,7.408699264,e,w,w,w,13.88739878,,t,s,s,w,p
6649,f,n,4.548036875,f,y,p,f,b,n,c,l,y,v,o,13.24669242,e,w,w,w,11.24119549,,t,k,s,w,p
6650,f,e,6.752906894,x,y,p,f,b,n,c,p,s,v,o,7.981118508,e,w,p,w,24.13572996,,t,s,s,w,p
6651,f,n,11.40340319,f,y,p,f,b,n,c,l,y,v,o,6.456608857000001,e,w,w,w,16.46014489,,t,k,k,w,p
6652,f,e,9.544888655,f,y,p,f,b,n,c,p,s,v,o,10.40815456,e,w,w,w,20.32209832,,t,k,s,w,p
6653,f,e,12.14857453,x,y,p,f,b,n,c,l,f,v,o,12.21277464,e,w,p,w,9.249156289,,t,k,s,w,p
6654,f,e,8.476090987000001,f,s,p,f,b,n,c,l,y,v,o,3.441250245,e,w,p,p,10.25519914,,t,s,s,w,p
6655,f,n,1.481521568,k,s,p,f,b,n,c,d,s,v,o,6.021384641,e,w,w,w,2.593855747,,t,s,k,w,p
6656,f,e,2.726789974,x,y,p,f,b,n,c,p,f,v,o,6.463428985,e,w,p,w,19.11664946,,t,s,s,w,p
6657,f,n,4.339726057,x,s,p,f,b,n,c,l,f,v,o,5.763399337,e,w,p,p,10.45947052,,t,k,s,w,p
6658,f,e,12.71084387,f,s,p,f,b,n,c,p,s,v,o,4.008882792,e,w,p,w,23.61503558,,t,k,s,w,p
6659,f,e,11.76386994,f,s,p,f,b,n,c,p,y,v,o,9.185090705,e,w,w,w,24.17447104,,t,s,s,w,p
6660,f,g,6.7399241839999995,b,f,e,f,p,b,w,g,n,s,t,11.74318536,p,w,w,w,19.84185441,,e,s,k,w,p
6661,f,n,7.4316503670000005,x,s,p,f,b,n,c,p,y,v,o,9.705426203,e,w,w,w,22.27956235,,t,k,s,w,p
6662,f,n,9.251228572,k,s,p,f,b,n,c,p,s,v,o,3.80620738,e,w,w,p,13.88499019,,t,k,s,w,p
6663,f,n,5.712095251,b,s,e,a,o,b,c,l,n,v,o,13.0090235,p,y,o,o,6.241574957,,e,s,s,n,p
6664,f,n,13.03491626,f,s,p,f,b,n,c,d,y,v,o,10.53279213,e,w,p,p,17.42566753,,t,s,s,w,p
6665,f,n,11.71144231,f,y,p,f,b,n,c,d,s,v,o,5.953119686,e,w,p,w,22.52263183,,t,k,k,w,p
6666,f,e,9.983730872999999,x,y,p,f,b,n,c,d,s,v,o,10.6139858,e,w,w,p,9.596066302999999,,t,s,k,w,p
6667,f,e,12.08945698,x,s,p,f,b,n,c,d,s,v,o,8.319960618,e,w,p,p,11.67315161,,t,k,s,w,p
6668,f,c,1.502464574,k,y,p,a,w,b,c,d,m,c,n,6.319828147999999,n,w,c,c,10.113682800000001,c,e,k,y,w,p
6669,f,e,8.164657256,x,s,p,f,b,n,c,l,s,v,o,2.000927895,e,w,w,w,24.96165407,,t,s,s,w,p
6670,f,n,4.434035701,f,s,p,f,b,n,c,p,s,v,o,7.352360683,e,w,w,p,23.72218799,,t,k,k,w,p
6671,f,n,12.31420496,x,s,p,f,b,n,c,l,y,v,o,2.406135006,e,w,p,p,10.27688341,,t,k,k,w,p
6672,f,e,11.02416864,x,y,p,f,b,n,c,d,s,v,o,9.422260289,e,w,w,w,6.213851223,,t,s,k,w,p
6673,f,e,11.70836076,x,s,p,f,b,n,c,d,f,v,o,5.942195676,e,w,p,w,14.53819831,,t,k,k,w,p
6674,f,e,12.85672408,f,s,p,f,b,n,c,l,f,v,o,14.45005388,e,w,p,w,17.9147793,,t,s,s,w,p
6675,f,n,6.589859429,f,s,p,f,b,n,c,d,f,v,o,8.18940197,e,w,p,w,8.124039222999999,,t,s,k,w,p
6676,f,n,8.505740532999999,f,s,p,f,b,n,c,d,s,v,o,10.98078773,e,w,w,w,15.97393589,,t,k,k,w,p
6677,f,e,9.15704711,f,y,p,f,b,n,c,p,y,v,o,9.136941777,e,w,p,p,20.89018049,,t,k,s,w,p
6678,f,e,2.549171837,x,s,p,f,b,n,c,l,y,v,o,10.13614615,e,w,p,p,5.618217499,,t,s,k,w,p
6679,f,e,9.245918831000001,f,y,p,f,b,n,c,d,s,v,o,7.212985097000001,e,w,w,p,15.00827131,,t,s,k,w,p
6680,f,n,12.38542156,f,y,p,f,b,n,c,l,y,v,o,4.680032102,e,w,p,w,19.20581632,,t,s,k,w,p
6681,f,e,1.473008572,x,y,p,f,b,n,c,l,f,v,o,8.047589701,e,w,w,w,9.277238032,,t,k,k,w,p
6682,f,e,8.173995276,f,y,p,f,b,n,c,p,s,v,o,1.801114734,e,w,p,p,17.25693107,,t,k,s,w,p
6683,f,e,5.050273027,f,s,p,f,b,n,c,l,f,v,o,10.3731673,e,w,w,w,24.4015097,,t,k,k,w,p
6684,f,e,7.014806142,f,s,p,f,b,n,c,p,f,v,o,14.54704956,e,w,p,w,14.71889815,,t,k,s,w,p
6685,f,e,9.259443957,x,s,p,f,b,n,c,p,y,v,o,2.81805707,e,w,w,w,24.44406055,,t,k,k,w,p
6686,f,e,12.02020821,x,s,p,f,b,n,c,d,f,v,o,9.406211764,e,w,p,p,11.13345597,,t,k,k,w,p
6687,f,e,7.251706115,k,y,p,f,b,n,c,p,s,v,o,8.434417302,e,w,w,w,10.92559458,,t,s,s,w,p
6688,f,e,8.632433611,x,y,p,f,b,n,c,l,f,v,o,11.06257994,e,w,w,w,9.292031862,,t,s,s,w,p
6689,f,e,10.84139604,x,s,p,f,b,n,c,d,y,v,o,5.471858161,e,w,p,w,23.30757615,,t,s,s,w,p
6690,f,n,2.689707355,x,s,p,f,b,n,c,d,y,v,o,13.58205344,e,w,p,w,10.84759995,,t,k,k,w,p
6691,f,n,3.3982839869999997,x,s,p,f,b,n,c,l,s,v,o,6.654539979,e,w,w,w,5.950897207000001,,t,s,s,w,p
6692,f,n,3.050169518,f,s,p,f,b,n,c,d,y,v,o,4.849579531,e,w,p,w,8.141814415,,t,s,k,w,p
6693,f,n,3.3216243660000004,f,y,p,f,b,n,c,p,s,v,o,8.899708167,e,w,w,p,12.23330281,,t,k,k,w,p
6694,f,e,9.386944594,x,s,p,f,b,n,c,d,s,v,o,9.819431573,e,w,w,p,10.16872948,,t,s,k,w,p
6695,f,n,8.680301596,k,s,p,f,b,n,c,p,f,v,o,1.7669919669999998,e,w,p,w,17.27144963,,t,s,k,w,p
6696,f,n,10.8430521,f,s,p,f,b,n,c,d,y,v,o,14.34126068,e,w,w,w,19.66037834,,t,s,s,w,p
6697,f,n,9.349159667,f,y,p,f,b,n,c,d,f,v,o,2.923842473,e,w,w,w,21.37179754,,t,k,k,w,p
6698,f,e,1.3959822,f,y,p,f,b,n,c,p,y,v,o,6.255558166,e,w,p,p,14.76871235,,t,s,k,w,p
6699,f,e,4.1211929210000005,f,y,p,f,b,n,c,l,s,v,o,6.79338866,e,w,p,p,20.38917182,,t,s,k,w,p
6700,f,n,6.834222337999999,f,y,p,f,b,n,c,d,f,v,o,7.814671224,e,w,p,w,20.93863016,,t,k,s,w,p
6701,f,e,12.38231373,x,s,p,f,b,n,c,l,y,v,o,11.25745426,e,w,w,p,6.160347455,,t,k,s,w,p
6702,f,n,11.51423271,f,y,p,f,b,n,c,d,s,v,o,13.23564208,e,w,w,w,5.0235664689999995,,t,s,k,w,p
6703,f,n,2.0873053180000003,f,s,p,f,b,n,c,d,s,v,o,4.361733041,e,w,w,w,24.44633851,,t,k,s,w,p
6704,f,e,2.463171703,f,s,p,f,b,n,c,p,f,v,o,9.896641246,e,w,p,p,20.34102795,,t,s,k,w,p
6705,f,n,11.73181858,x,s,p,f,b,n,c,d,y,v,o,6.805436822999999,e,w,p,p,3.870856865,,t,s,s,w,p
6706,f,e,3.7693864280000002,f,y,p,f,b,n,c,d,f,v,o,3.018772476,e,w,w,w,10.77937578,,t,s,s,w,p
6707,f,n,5.92101888,k,y,p,f,b,n,c,l,y,v,o,4.378591236,e,w,p,w,23.44262943,,t,k,k,w,p
6708,f,n,3.274710101,f,s,p,f,b,n,c,p,y,v,o,7.007115569,e,w,w,w,21.80571534,,t,k,s,w,p
6709,f,n,6.224454664,f,y,p,f,b,n,c,p,f,v,o,5.932320435,e,w,p,w,11.55916558,,t,s,k,w,p
6710,f,e,6.583890766000001,f,s,p,f,b,n,c,l,y,v,o,2.909632628,e,w,p,p,9.946686994,,t,k,k,w,p
6711,f,n,6.158177077,x,s,p,f,b,n,c,l,f,v,o,11.53119194,e,w,w,w,24.38613174,,t,s,k,w,p
6712,f,e,2.8353237780000002,f,s,p,f,b,n,c,p,f,v,o,1.896423751,e,w,p,w,18.16322216,,t,s,k,w,p
6713,f,e,5.540639575,x,s,p,f,b,n,c,d,f,v,o,9.152908047999999,e,w,w,w,13.40054346,,t,s,k,w,p
6714,f,e,4.282576716,f,y,p,f,b,n,c,d,s,v,o,10.37679317,e,w,p,w,18.84800431,,t,s,s,w,p
6715,f,e,9.878331435,x,s,p,f,b,n,c,p,y,v,o,5.716855957000001,e,w,p,p,4.248079797,,t,k,k,w,p
6716,f,e,9.461565588,f,s,p,f,b,n,c,p,s,v,o,10.04608796,e,w,w,p,14.45844834,,t,s,k,w,p
6717,f,n,8.609831389,f,s,p,f,b,n,c,p,f,v,o,7.546785107000001,e,w,w,p,22.65499732,,t,k,s,w,p
6718,f,n,8.884633935,x,s,p,f,b,n,c,p,y,v,o,12.85300527,e,w,p,w,24.12154865,,t,s,k,w,p
6719,f,e,5.930301804,x,s,p,f,b,n,c,d,s,v,o,6.991960623,e,w,p,p,4.899312288,,t,s,s,w,p
6720,f,e,10.12341901,f,s,p,f,b,n,c,d,s,v,o,8.498079141,e,w,w,w,4.474257475,,t,s,k,w,p
6721,f,e,3.866810348,x,s,p,f,b,n,c,l,f,v,o,12.56430648,e,w,p,w,15.77132457,,t,s,k,w,p
6722,f,n,3.5692826,x,s,p,f,b,n,c,l,s,v,o,1.586241169,e,w,w,w,12.20419694,,t,k,s,w,p
6723,f,e,8.134473386,f,s,p,f,b,n,c,d,f,v,o,1.56115332,e,w,p,p,21.77310388,,t,k,k,w,p
6724,f,e,3.12331372,x,y,p,f,b,n,c,l,s,v,o,3.020981587,e,w,w,p,17.48000597,,t,s,k,w,p
6725,f,n,7.628133432,x,s,p,f,b,n,c,p,y,v,o,13.09502345,e,w,p,p,19.50081659,,t,s,k,w,p
6726,f,e,12.92280673,x,y,p,f,b,n,c,p,s,v,o,12.97103711,e,w,w,p,9.918040952,,t,s,s,w,p
6727,f,e,10.41780429,f,s,p,f,b,n,c,l,y,v,o,13.76820967,e,w,w,w,5.441990767999999,,t,k,k,w,p
6728,f,e,4.8413676930000005,x,s,p,f,b,n,c,d,s,v,o,13.92292873,e,w,w,p,10.87228174,,t,k,s,w,p
6729,f,n,1.6280617259999999,f,y,p,f,b,n,c,l,f,v,o,5.709377,e,w,p,w,3.534110619,,t,s,s,w,p
6730,f,e,7.489910371000001,x,s,p,f,b,n,c,l,f,v,o,1.549701371,e,w,w,w,19.275945999999998,,t,k,s,w,p
6731,f,n,9.672942754,x,s,p,f,b,n,c,l,s,v,o,3.629920893,e,w,w,p,23.93488574,,t,k,s,w,p
6732,f,e,2.196536731,f,s,p,f,b,n,c,d,y,v,o,8.630074117000001,e,w,w,w,8.818362947999999,,t,k,s,w,p
6733,f,e,7.112771932999999,x,s,p,f,b,n,c,d,s,v,o,10.264129400000002,e,w,p,p,13.77397945,,t,s,k,w,p
6734,f,n,3.080516508,f,s,p,f,b,n,c,l,y,v,o,6.324397228,e,w,w,p,23.912620800000003,,t,k,k,w,p
6735,f,e,11.37003379,x,y,p,f,b,n,c,p,s,v,o,3.737328849,e,w,w,p,21.66272773,,t,k,k,w,p
6736,f,e,8.950409809,f,y,p,f,b,n,c,d,y,v,o,5.932098525,e,w,p,p,16.499287900000002,,t,k,k,w,p
6737,f,e,10.59037431,x,y,p,f,b,n,c,p,s,v,o,12.82569818,e,w,p,w,10.82598621,,t,k,k,w,p
6738,f,n,1.481690734,k,y,p,f,b,n,c,l,y,v,o,3.8130921680000003,e,w,w,w,15.55699968,,t,k,k,w,p
6739,f,n,4.337811283,f,y,p,f,b,n,c,l,y,v,o,6.428151582999999,e,w,w,w,4.807532068,,t,s,s,w,p
6740,f,e,2.570247155,x,y,p,f,b,n,c,l,f,v,o,2.02400002,e,w,p,p,5.575903911,,t,s,s,w,p
6741,f,n,3.1032173,f,s,p,f,b,n,c,p,y,v,o,14.79909294,e,w,w,w,5.460454637000001,,t,s,s,w,p
6742,f,e,10.27200833,x,s,p,f,b,n,c,d,s,v,o,9.196139722,e,w,p,w,9.539413048,,t,k,k,w,p
6743,f,e,9.341700815,f,s,p,f,b,n,c,d,y,v,o,9.759189974,e,w,p,p,6.407754755,,t,k,s,w,p
6744,f,g,6.735469758,x,f,e,f,g,b,w,g,n,s,t,13.54982922,p,w,w,w,20.44136684,,e,k,k,w,p
6745,f,e,5.288178981000001,x,s,p,f,b,n,c,p,y,v,o,10.92090215,e,w,w,w,4.750022404,,t,s,k,w,p
6746,f,n,1.426623781,f,s,p,f,b,n,c,l,f,v,o,9.222748767,e,w,p,p,16.55365804,,t,s,k,w,p
6747,f,n,9.006896255,f,s,p,f,b,n,c,p,s,v,o,7.091781206,e,w,p,p,21.83326388,,t,s,s,w,p
6748,f,e,9.591871561,x,s,p,f,b,n,c,l,f,v,o,9.711378632,e,w,w,w,15.20279508,,t,s,k,w,p
6749,f,e,4.006189916,x,s,p,f,b,n,c,l,y,v,o,1.888365906,e,w,w,w,21.57065047,,t,k,s,w,p
6750,f,e,5.498508548999999,x,s,p,f,b,n,c,l,s,v,o,13.08136009,e,w,w,w,9.723263944,,t,k,s,w,p
6751,f,e,9.816831302,f,y,p,f,b,n,c,d,y,v,o,13.81619734,e,w,w,w,7.744026249,,t,k,s,w,p
6752,f,g,11.67579494,b,f,e,f,w,b,w,g,n,s,t,2.286526665,p,w,w,w,21.84865047,,e,s,s,w,p
6753,f,n,5.730428484,f,y,p,f,b,n,c,d,s,v,o,9.305199412999999,e,w,w,p,11.08785939,,t,k,s,w,p
6754,f,e,9.729253306,f,y,p,f,b,n,c,d,f,v,o,7.018489845,e,w,p,p,17.95774749,,t,s,k,w,p
6755,f,n,4.189793436,f,y,p,f,b,n,c,d,s,v,o,6.08810516,e,w,p,p,23.87407003,,t,s,s,w,p
6756,f,n,3.7272379989999997,f,s,p,f,b,n,c,l,f,v,o,6.612783524,e,w,p,w,4.313547819,,t,s,k,w,p
6757,f,n,7.749232212000001,f,y,p,f,b,n,c,d,f,v,o,4.249673273,e,w,w,p,17.18982398,,t,s,k,w,p
6758,f,e,3.0974727719999997,x,y,p,f,b,n,c,d,s,v,o,9.131465882,e,w,p,w,3.0926860339999998,,t,k,s,w,p
6759,f,n,12.19334184,f,y,p,f,b,n,c,l,s,v,o,12.09168537,e,w,w,w,24.64365051,,t,s,s,w,p
6760,f,n,11.81214095,x,s,p,f,b,n,c,d,y,v,o,11.78358417,e,w,p,p,20.99932641,,t,s,k,w,p
6761,f,e,12.93116472,f,y,p,f,b,n,c,d,f,v,o,6.483269005,e,w,p,w,9.64410484,,t,s,s,w,p
6762,f,g,2.705647512,k,f,e,f,p,b,w,g,n,s,t,6.485624597999999,p,w,w,w,7.404535462999999,,e,k,s,w,p
6763,f,n,5.928776855,b,s,e,a,y,b,c,l,n,c,o,6.55978399,p,o,o,o,22.40914448,,e,s,s,n,p
6764,f,n,6.622101817999999,f,s,p,f,b,n,c,l,s,v,o,2.214301689,e,w,w,w,14.9365025,,t,s,s,w,p
6765,f,n,9.210381413,x,s,p,f,b,n,c,p,s,v,o,9.501760573,e,w,p,w,22.83944742,,t,s,s,w,p
6766,f,n,6.7817086810000005,f,y,p,f,b,n,c,l,s,v,o,6.459897657000001,e,w,p,p,2.463629613,,t,s,s,w,p
6767,f,e,3.4900749380000002,f,s,p,f,b,n,c,l,s,v,o,10.80749268,e,w,w,w,2.962839882,,t,k,s,w,p
6768,f,n,10.36784713,f,y,p,f,b,n,c,l,y,v,o,11.92106275,e,w,p,w,19.15154048,,t,s,s,w,p
6769,f,n,10.11731337,f,s,p,f,b,n,c,d,f,v,o,10.73458152,e,w,p,p,2.865400971,,t,s,s,w,p
6770,f,e,3.394918745,f,y,p,f,b,n,c,p,y,v,o,11.0455894,e,w,p,p,3.580969992,,t,s,s,w,p
6771,f,e,9.491123316,f,y,p,f,b,n,c,l,f,v,o,10.13666631,e,w,p,w,9.666424211,,t,k,k,w,p
6772,f,n,2.284978198,f,s,p,f,b,n,c,l,s,v,o,9.293108437,e,w,w,p,6.8919426239999995,,t,k,k,w,p
6773,f,e,1.7312230519999998,x,s,p,f,b,n,c,d,y,v,o,6.966088139,e,w,w,w,19.64856826,,t,s,k,w,p
6774,f,w,4.856548473,x,f,e,f,g,b,w,g,n,n,t,13.19855723,p,w,w,w,16.35408163,,e,s,k,w,p
6775,f,n,10.38267736,f,s,p,f,b,n,c,p,f,v,o,4.43954296,e,w,p,p,6.258023355,,t,s,s,w,p
6776,f,e,2.130059145,x,s,p,f,b,n,c,l,y,v,o,12.67110049,e,w,p,w,5.940625937,,t,k,s,w,p
6777,f,n,3.9272811510000003,x,s,p,f,b,n,c,d,y,v,o,1.7023340930000002,e,w,p,p,16.19953286,,t,k,s,w,p
6778,f,n,5.162639306,x,s,p,f,b,n,c,l,y,v,o,11.3675229,e,w,p,p,5.633329335,,t,k,s,w,p
6779,f,n,5.013343152,x,s,p,f,b,n,c,d,f,v,o,9.337345663999999,e,w,p,w,21.34775884,,t,k,k,w,p
6780,f,n,2.999490186,k,y,p,f,b,n,c,d,y,v,o,4.839049642,e,w,p,w,18.44944384,,t,k,k,w,p
6781,f,n,11.40412287,f,s,p,f,b,n,c,p,y,v,o,1.9792277230000002,e,w,w,p,2.8667184839999997,,t,k,k,w,p
6782,f,e,12.63894922,x,y,p,f,b,n,c,p,y,v,o,7.050288212999999,e,w,w,p,21.52253855,,t,s,s,w,p
6783,f,n,3.2946745039999996,f,s,p,f,b,n,c,p,y,v,o,10.9981051,e,w,p,w,5.595273763,,t,s,s,w,p
6784,f,n,8.742452977000001,f,s,p,f,b,n,c,d,f,v,o,6.89159758,e,w,w,w,21.57563528,,t,s,k,w,p
6785,f,n,2.240899801,x,s,p,f,b,n,c,l,s,v,o,12.659004199999998,e,w,w,w,6.413757438999999,,t,s,k,w,p
6786,f,n,6.812961105,x,s,p,f,b,n,c,d,f,v,o,3.9920778560000003,e,w,p,w,2.5908250930000003,,t,s,s,w,p
6787,f,e,3.515225744,x,y,p,f,b,n,c,l,s,v,o,4.159750531,e,w,w,w,16.25983122,,t,s,s,w,p
6788,f,e,10.32646491,f,s,p,f,b,n,c,d,f,v,o,11.25902458,e,w,w,p,13.16577371,,t,s,s,w,p
6789,f,e,8.947114797000001,f,s,p,f,b,n,c,l,s,v,o,11.45080142,e,w,w,p,24.58046125,,t,k,k,w,p
6790,f,n,7.5534891129999995,f,y,p,f,b,n,c,p,f,v,o,8.757184417000001,e,w,w,p,10.74095694,,t,s,k,w,p
6791,f,e,2.553781802,x,s,p,f,b,n,c,l,s,v,o,4.64222156,e,w,p,p,4.706261395,,t,s,k,w,p
6792,f,e,2.846994102,f,s,p,f,b,n,c,l,s,v,o,13.43295923,e,w,w,p,18.84236529,,t,s,s,w,p
6793,f,e,4.9137368530000005,f,y,p,f,b,n,c,d,s,v,o,2.9841942710000002,e,w,p,p,11.70858058,,t,s,s,w,p
6794,f,e,11.35490151,f,y,p,f,b,n,c,l,y,v,o,4.4039979119999995,e,w,p,w,5.498481122,,t,k,k,w,p
6795,f,e,5.418698288,x,y,p,f,b,n,c,l,s,v,o,5.882522925,e,w,w,w,4.423915623,,t,k,k,w,p
6796,f,n,2.141529225,f,y,p,f,b,n,c,l,f,v,o,9.58305323,e,w,w,w,3.1791447369999997,,t,k,k,w,p
6797,f,n,10.85094828,f,s,p,f,b,n,c,l,f,v,o,2.476149528,e,w,w,w,20.7057363,,t,s,s,w,p
6798,f,n,4.547409051,f,s,p,f,b,n,c,p,y,v,o,13.26563634,e,w,p,p,3.6387184219999997,,t,k,s,w,p
6799,f,e,3.33386003,k,y,p,f,b,n,c,l,f,v,o,11.26877086,e,w,w,w,25.14477019,,t,k,k,w,p
6800,f,e,3.394743627,f,s,p,f,b,n,c,l,y,v,o,14.34739853,e,w,w,w,23.90389242,,t,s,s,w,p
6801,f,e,3.071303429,x,s,p,f,b,n,c,p,s,v,o,14.41795417,e,w,p,p,20.03150353,,t,k,s,w,p
6802,f,e,10.13354351,x,y,p,f,b,n,c,p,y,v,o,6.549814329,e,w,w,w,13.24746557,,t,s,k,w,p
6803,f,e,10.39110462,f,y,p,f,b,n,c,l,f,v,o,5.6533249770000005,e,w,w,w,6.286716987,,t,s,k,w,p
6804,f,e,10.62730592,x,y,p,f,b,n,c,d,s,v,o,5.449133065,e,w,w,w,13.14156599,,t,k,k,w,p
6805,f,e,10.16091378,f,y,p,f,b,n,c,l,f,v,o,12.43572993,e,w,w,p,8.208506532000001,,t,s,s,w,p
6806,f,n,3.741670065,f,y,p,f,b,n,c,d,y,v,o,6.740696563999999,e,w,p,p,15.46965139,,t,k,k,w,p
6807,f,e,6.011056061000001,f,y,p,f,b,n,c,l,y,v,o,3.841604357,e,w,p,p,15.89035703,,t,s,k,w,p
6808,f,e,9.165828697,x,y,p,f,b,n,c,p,s,v,o,5.80435837,e,w,w,w,12.07514525,,t,s,s,w,p
6809,f,e,9.500310047000001,x,s,p,f,b,n,c,d,y,v,o,2.8520943180000002,e,w,p,w,6.33706679,,t,s,k,w,p
6810,f,e,2.479323828,f,s,p,f,b,n,c,l,f,v,o,3.155137217,e,w,p,w,22.07479673,,t,k,s,w,p
6811,f,e,1.316597813,f,s,p,f,b,n,c,p,f,v,o,2.116370149,e,w,p,w,6.026441531000001,,t,k,k,w,p
6812,f,e,11.71235424,x,s,p,f,b,n,c,p,f,v,o,7.275139444,e,w,w,w,5.0799917610000005,,t,s,s,w,p
6813,f,e,3.641833319,f,s,p,f,b,n,c,p,y,v,o,10.60284081,e,w,w,w,9.622833952999999,,t,k,k,w,p
6814,f,e,12.711906800000001,f,s,p,f,b,n,c,p,s,v,o,11.12899468,e,w,w,w,7.447575988,,t,s,s,w,p
6815,f,n,6.704130211,f,s,p,f,b,n,c,l,y,v,o,9.749099877,e,w,p,w,3.238866735,,t,k,k,w,p
6816,f,e,1.645538889,f,y,p,f,b,n,c,d,f,v,o,4.334179897,e,w,p,p,23.83654835,,t,k,k,w,p
6817,f,n,5.559991547,f,y,p,f,b,n,c,p,s,v,o,8.880457231,e,w,p,w,13.94095115,,t,k,k,w,p
6818,f,e,3.3667800660000005,k,s,p,f,b,n,c,l,f,v,o,2.517680459,e,w,w,p,20.70885941,,t,k,k,w,p
6819,f,n,1.6597532659999998,f,s,p,f,b,n,c,d,y,v,o,5.643580345,e,w,p,w,23.84614296,,t,k,k,w,p
6820,f,n,4.367579883,f,y,p,f,b,n,c,p,y,v,o,6.286163622999999,e,w,p,p,10.46336355,,t,s,s,w,p
6821,f,e,8.132009061,f,s,p,f,b,n,c,l,s,v,o,6.646608651,e,w,p,p,9.071822941,,t,k,s,w,p
6822,f,e,4.348931316,f,y,p,f,b,n,c,l,y,v,o,11.09139868,e,w,w,p,16.10294702,,t,s,s,w,p
6823,f,n,11.24102783,x,s,p,f,b,n,c,p,y,v,o,13.34312116,e,w,p,p,5.416898847000001,,t,s,s,w,p
6824,f,n,12.94473627,k,y,p,f,b,n,c,p,y,v,o,12.86550713,e,w,p,p,5.595204976000001,,t,k,k,w,p
6825,f,e,8.011882579,x,y,p,f,b,n,c,d,s,v,o,7.412947336,e,w,w,p,14.84975917,,t,k,k,w,p
6826,f,e,11.18286949,x,s,p,f,b,n,c,l,f,v,o,12.95478392,e,w,w,p,24.35477991,,t,s,s,w,p
6827,f,g,4.761622303999999,x,s,e,f,w,b,w,g,n,n,t,8.725520614,p,w,w,w,20.32091154,,e,k,s,w,p
6828,f,n,5.464962341000001,k,y,p,f,b,n,c,d,y,v,o,10.39937008,e,w,p,w,12.50827258,,t,k,s,w,p
6829,f,n,8.597244365,x,s,p,f,b,n,c,p,y,v,o,2.247854513,e,w,w,p,18.07159561,,t,k,s,w,p
6830,f,n,6.016924651,f,s,p,f,b,n,c,p,s,v,o,10.08039528,e,w,w,p,15.21430648,,t,s,k,w,p
6831,f,n,11.76541102,f,s,p,f,b,n,c,p,s,v,o,11.66033722,e,w,w,p,13.327214699999999,,t,s,s,w,p
6832,f,e,3.13771889,x,s,p,f,b,n,c,p,s,v,o,6.792292737,e,w,w,w,20.22025144,,t,k,k,w,p
6833,f,e,8.420754927,f,s,p,f,b,n,c,l,f,v,o,3.182919762,e,w,p,w,15.01159112,,t,s,k,w,p
6834,f,e,7.941083597,f,y,p,f,b,n,c,l,f,v,o,13.62608377,e,w,w,w,11.23406523,,t,k,k,w,p
6835,f,e,5.303898944,f,y,p,f,b,n,c,p,f,v,o,2.994392345,e,w,w,p,5.237518535,,t,k,k,w,p
6836,f,n,4.162421986,f,s,p,f,b,n,c,l,f,v,o,12.11808357,e,w,w,w,12.35966064,,t,k,s,w,p
6837,f,e,9.532632977,f,s,p,f,b,n,c,p,f,v,o,8.708873947999999,e,w,p,w,16.13335541,,t,s,s,w,p
6838,f,n,3.7953900160000003,x,s,p,f,b,n,c,p,f,v,o,12.79264664,e,w,w,p,12.40753363,,t,k,s,w,p
6839,f,e,8.193766896,f,s,p,f,b,n,c,l,f,v,o,5.749316772,e,w,p,p,20.12747745,,t,k,k,w,p
6840,f,e,6.272129114,x,s,p,f,b,n,c,p,s,v,o,9.028193785,e,w,w,w,13.24106543,,t,s,s,w,p
6841,f,e,10.47212475,f,s,p,f,b,n,c,d,y,v,o,13.91387493,e,w,w,p,15.11736578,,t,s,s,w,p
6842,f,e,12.64618091,f,y,p,f,b,n,c,p,f,v,o,12.98125553,e,w,w,w,11.68619431,,t,k,s,w,p
6843,f,e,4.859299684,k,y,p,f,b,n,c,p,s,v,o,8.762431993,e,w,p,w,22.95516159,,t,s,s,w,p
6844,f,n,2.24148995,f,s,p,f,b,n,c,p,s,v,o,3.56530194,e,w,w,w,24.05233485,,t,s,s,w,p
6845,f,e,10.66995893,k,y,p,f,b,n,c,d,s,v,o,3.942718088,e,w,w,w,22.59083649,,t,k,s,w,p
6846,f,e,1.438455199,f,s,p,f,b,n,c,l,y,v,o,13.29894353,e,w,p,w,13.97394322,,t,k,k,w,p
6847,f,e,10.00461314,f,y,p,f,b,n,c,l,s,v,o,11.21075223,e,w,w,w,22.38153435,,t,s,k,w,p
6848,f,e,12.40879788,f,s,p,f,b,n,c,l,f,v,o,11.44750413,e,w,p,w,12.45985302,,t,k,k,w,p
6849,f,n,4.157328061,b,s,e,a,n,b,c,l,n,c,o,10.41508796,p,o,o,o,15.91155818,,e,s,s,o,p
6850,f,n,10.11694026,x,s,p,f,b,n,c,d,f,v,o,2.6845214160000004,e,w,w,w,13.66925801,,t,s,k,w,p
6851,f,e,3.942472001,f,y,p,f,b,n,c,l,s,v,o,10.87669521,e,w,p,w,3.586605726,,t,k,s,w,p
6852,f,n,10.78941834,f,y,p,f,b,n,c,d,s,v,o,14.01242536,e,w,w,p,18.99960896,,t,k,k,w,p
